,Time,User,Tweet
112,2022-03-19 05:27:52+00:00,HiringCare,"RT @KickCharm: TCS Vacancy for Various Roles Through Digital Hiring | Salary Package Rs 7 LPA+

#Hiring #Jobs #TCS #Career #IT #ITJobs #Eng…"
113,2022-03-19 05:04:51+00:00,THIPPU1986,#TCS ION digital zone Kovilambakkam...worst place for central govt exam...Since there is no proper place for parking and taking rest for candidate parents....
114,2022-03-19 05:04:06+00:00,dellyranksindia,"TCS issues notice of postal ballot for reappointment of CEO, COO #NChandrasekharan #NGanapathySubramaniam #RajeshGopinathan #TCS #TCSBallotvote #tcsceo #tcsceoreappointment https://t.co/619fds5aYm
https://t.co/H09VSXIb0a"
115,2022-03-19 05:03:55+00:00,contra_punto,"📺 El que fuera presidente de #TelecorporaciónSalvadoreña (#TCS), socio fundador de #Asder y pionero de la industria de la televisión en El Salvador deja un legado incomparable en las comunicaciones de nuestro país.
Lea: 👇   
https://t.co/OUGvaDtqK4"
116,2022-03-19 04:50:13+00:00,HDfan_,todos los logos de los canales de #TCS (Telecorporacion Salvadoreña) están en blanco y negro. 📺☹️ https://t.co/bQptyb1efV
117,2022-03-19 04:29:07+00:00,Fabriciosx,"RT @kcisatiiith: Register for the event at: https://t.co/l63CGDbMrE

#innovation #technology #research #kcisatiiith #kcis #iiithyderabad #k…"
118,2022-03-19 04:26:51+00:00,kcisatiiith,"Register for the event at: https://t.co/l63CGDbMrE

#innovation #technology #research #kcisatiiith #kcis #iiithyderabad #kohliday #fckohli #tcs #iiith #event"
119,2022-03-19 03:30:17+00:00,jais_george,"Come April, tech staff to get back to offices #SapLabsIndia #Wfh #SvNathan #Tcs #SalesforceIndia #ShantanuJha #Evp  https://t.co/65bUikzkqm"
120,2022-03-19 03:24:07+00:00,Megamiles_,"IT major Tata Consultancy Services on Thursday said that its board has re-appointed Rajesh Gopinathan as the Managing Director and Chief Executive Officer for five years, from February 21, 2022 to February 20, 2027. #TCS #tata https://t.co/XNwXRr6Aib"
121,2022-03-19 03:13:03+00:00,the404code,"RT @Tcs_Technology: #TCS is Powerful Software to manage hospital at their fingertips with cloud backup to secure the data.
More Details - h…"
122,2022-03-19 03:08:36+00:00,IoT_Technojeder,"RT @Tcs_Technology: #TCS is Powerful Software to manage hospital at their fingertips with cloud backup to secure the data.
More Details - h…"
123,2022-03-19 03:05:17+00:00,Tcs_Technology,"#TCS is Powerful Software to manage hospital at their fingertips with cloud backup to secure the data.
More Details - https://t.co/FKvEUnlqpK

#WhatsApp now: +91-976-531-1999

#healthcare #digitalhealth #cloud #hospitalmanagement #NodeJS #Python #IoT #AI #Blockchain #technology https://t.co/MtLoso7LHd"
124,2022-03-19 01:51:02+00:00,ju3rga,Mis sinceras condolencias para la familia de una gran persona como fue  Don Boris Eserski. Descanse en paz. #TCS #Canales246
125,2022-03-18 23:04:58+00:00,contra_punto,"📺 El que fuera presidente de #TelecorporaciónSalvadoreña (#TCS), socio fundador de #Asder y pionero de la industria de la televisión en El Salvador deja un legado incomparable en las comunicaciones de nuestro país.
Lea: 👇
https://t.co/OUGvaDtqK4"
126,2022-03-18 21:28:26+00:00,DianeCo_,RT @peperivra: Un gran referente y maestro nos ha dejado #TvSalvadoreña #TCS #Eserski #TuEspacio #ECC
127,2022-03-18 21:27:43+00:00,kwalkey23,"RT @carmel_baseball: Go Hounds!
#TCS https://t.co/kiXbmTsbMO"
128,2022-03-18 20:28:18+00:00,peperivra,Un gran referente y maestro nos ha dejado #TvSalvadoreña #TCS #Eserski #TuEspacio #ECC https://t.co/moL7Wl4ljf
129,2022-03-18 20:26:19+00:00,RichardN8,"RT @asielsalvador: El Presidente, la Junta Directiva y el personal de ASI lamentan profundamente el fallecimiento de don Boris Eserski, Pre…"
130,2022-03-18 20:17:24+00:00,LeidenCaceres,"RT @asielsalvador: El Presidente, la Junta Directiva y el personal de ASI lamentan profundamente el fallecimiento de don Boris Eserski, Pre…"
131,2022-03-18 20:16:40+00:00,asielsalvador,"El Presidente, la Junta Directiva y el personal de ASI lamentan profundamente el fallecimiento de don Boris Eserski, Presidente y fundador de #TelecorporaciónSalvadoreña #TCS, gestor y pionero de la televisión en el país. Nuestras más sentidas condolencias a su familia. https://t.co/EW7DU9XvfN"
132,2022-03-18 20:12:30+00:00,Javier_ArdonM,"RT @EdwinVenturaTV: URGENTE 
FALLECE DON BORIS ESERSKI, FUNDADOR DE TELECORPORACIÓN SALVADOREÑA (TCS) A LOS 93 AÑOS DE EDAD.
EN PAZ DESCANS…"
133,2022-03-18 20:01:55+00:00,PMasferreriana,"#Últimahora #Nacionales | Don Boris Eserski pionero de la televisión salvadoreña, fundador de #TCS y Dr. Honoris Causa de la Universidad Salvadoreña Alberto Masferrer #USAM, falleció a los 93 años. https://t.co/8CLJKO5xB4"
134,2022-03-18 19:54:06+00:00,EdwinVenturaTV,"URGENTE 
FALLECE DON BORIS ESERSKI, FUNDADOR DE TELECORPORACIÓN SALVADOREÑA (TCS) A LOS 93 AÑOS DE EDAD.
EN PAZ DESCANSE.

Crestomatía: El Noticiero / TCS, 2022.

#BreakingNews #ElSalvador #TCS #Eserski https://t.co/YiO1XGDK0O"
135,2022-03-18 19:33:21+00:00,Soul_Wish,"When you don’t care that you didn’t make it to the TCS London Marathon this year, because you are Ukrainian. Maybe we will meet next year, London! Right now we should win a WAR ;) #StopRussia #StopPutin #StopRussianAggression #runner #tcs #tcslondonmarathon https://t.co/VD8svQ9jfP"
136,2022-03-18 19:14:46+00:00,buzzsubash,"RT @SLPandhare: Above 60% average 5 days  delivery %age 
#TCS 69.23%
#HUL 65.02%
#Infosys 65%
#ITC 63.86%
#powergrid 63.03%

#StockMarket #…"
137,2022-03-18 18:58:23+00:00,buzzsubash,"RT @prabhualgan: #voltas 
#tcs 
#mcdowell
#nifty #nifty50 #stockmarketindia #nseindia #stockstobuy https://t.co/tWGV53nV34"
138,2022-03-18 18:51:32+00:00,elperiodista_sv,"RT @mariopachecosv: #Elsalvadorinforma, Fallece el empresario de la principal cadena de tv salvadoreña #TCS, Don #BorisEserski pionero de l…"
139,2022-03-18 18:47:40+00:00,elbrodersv,"Se murió don Boris Eserski a sus 93 años, presidente fundador de #TCS y pionero de la televisión en El Salvador. https://t.co/XgtyDTli90"
140,2022-03-18 18:37:19+00:00,mariopachecosv,"#Elsalvadorinforma, Fallece el empresario de la principal cadena de tv salvadoreña #TCS, Don #BorisEserski pionero de la radio y televisión en El Salvador. https://t.co/Ni9at1K5Ft"
141,2022-03-18 18:26:43+00:00,mithileshpandey,@Twinkleinvest #TCS
142,2022-03-18 18:21:17+00:00,bizzle_akshu,"@TheChainsmokers
when are we getting this? 😜Raha told us in discord that Mooshu doesn't bark so we made ""Mooshu vibes"" cuz all they give is Pawsitive Vibes💜 #discord #TCS #ipad #FANART https://t.co/BCAH2wpD1I"
143,2022-03-18 18:15:20+00:00,uncommonprofit,"#TCS #cnxit #niftyit #SWINGTRADING
cmp 3672
Tgt 3805 /3845 / 3886
stoploss - 3592 ( daily close)
risk : reward 1:2

https://t.co/s8y8jAhK1O

https://t.co/LxacgakeJ8 https://t.co/DZVcmLtNyw"
144,2022-03-18 17:47:08+00:00,yashutweetz,"RT @imprudvii: TCS Digital Hiring 2022

Eligibility criteria:

BE / https://t.co/IIYiKAyTG9 / ME / https://t.co/p90lHwdWzl / MCA / https://…"
145,2022-03-18 17:46:42+00:00,_The_Akshay,RT @TurkSifankhan3: 1 year completed in india's no 1 IT company TCS  🥳🥳🔥😎😎🥳🥳🥳 #tcs   #sk #professional  #it  #blazzer https://t.co/EJsi64R1…
146,2022-03-18 17:35:35+00:00,4starvenom,"RT @imprudvii: TCS Digital Hiring 2022

Eligibility criteria:

BE / https://t.co/IIYiKAyTG9 / ME / https://t.co/p90lHwdWzl / MCA / https://…"
147,2022-03-18 17:26:44+00:00,ChaitanyaKalya6,"RT @imprudvii: TCS Digital Hiring 2022

Eligibility criteria:

BE / https://t.co/IIYiKAyTG9 / ME / https://t.co/p90lHwdWzl / MCA / https://…"
148,2022-03-18 17:21:56+00:00,Raghud37,"RT @BullManAcademy: #tcs 

Looks weak below 3900 on a weekly closing basis

Keep an eye on that level. https://t.co/FUEnqI2zTx"
149,2022-03-18 17:21:08+00:00,Anji243143,"RT @imprudvii: TCS Digital Hiring 2022

Eligibility criteria:

BE / https://t.co/IIYiKAyTG9 / ME / https://t.co/p90lHwdWzl / MCA / https://…"
150,2022-03-18 17:20:30+00:00,imprudvii,"TCS Digital Hiring 2022

Eligibility criteria:

BE / https://t.co/IIYiKAyTG9 / ME / https://t.co/p90lHwdWzl / MCA / https://t.co/Znp7j2EZab 
Year of Passing 2022
Should not have any backlogs

Last date: 2/4/2022

Registration Link: https://t.co/0TRKgCrjVd

#FresherJobs #TCS #Jobs"
151,2022-03-18 16:58:11+00:00,RonAdner,"RT @FOBtv_Channel: Do companies have a choice between adopting an #ecosystemstrategy or doing it all on their own? Our host, @krbenedict as…"
152,2022-03-18 16:28:05+00:00,CSEStack,#TCS Campus #Interview Questions | Written Test Paper Pattern @ani_chaudhari #100daysofcode https://t.co/yasC16aNTL
153,2022-03-18 16:26:41+00:00,TurkSifankhan3,RT @TurkSifankhan3: 1 year completed in india's no 1 IT company TCS  🥳🥳🔥😎😎🥳🥳🥳 #tcs   #sk #professional  #it  #blazzer https://t.co/EJsi64R1…
154,2022-03-18 16:23:36+00:00,TurkSifankhan3,1 year completed in india's no 1 IT company TCS  🥳🥳🔥😎😎🥳🥳🥳 #tcs   #sk #professional  #it  #blazzer https://t.co/EJsi64R1AZ
155,2022-03-18 15:38:57+00:00,buzzsubash,"RT @jags0923: #stocks  on 16.03.22

#ITC 242-245
#HUL 2070-2106
#infy 1889-1920
#AshokLeyland 115-117
#intellect 761-776
#nbcc 38.60-39.40…"
156,2022-03-18 15:15:31+00:00,MayankGill20,@RajarshitaS Happy holi. What's your view on TCS. #TCS https://t.co/4yjWR6izBv
157,2022-03-18 15:11:04+00:00,education_24x7,"RT @jags0923: #stocks  on 16.03.22

#ITC 242-245
#HUL 2070-2106
#infy 1889-1920
#AshokLeyland 115-117
#intellect 761-776
#nbcc 38.60-39.40…"
158,2022-03-18 14:59:26+00:00,dokudempa,"ナカジマレーシングのリアウィングの翼端板にはドアラがいるぞ！

#SUPERFORMULA #SFormula #nakajimaracing #中嶋企画 #TCS #HONDA https://t.co/I2YZyVHNDW"
159,2022-03-18 14:30:56+00:00,GWatson82,"So you didn't get into @LondonMarathon again, on the bright side, least you will get a brand new specially designed training top. 
It's like getting your big brothers hand me downs 🤦🏼‍♂️

#letdown #onabudget #TCS #londonmarathon @VirginMoney #noimagination #tight #handmedowns https://t.co/AYpcX2yjXI"
160,2022-03-18 14:05:40+00:00,SwingTradeBotUK,Rose Above Previous Day's High today: #BATS #ALFA #BUR #SMT #TCS #GEC #CAR #PHNX #PRU #ENT #HMEM #IMBS #SVT #VKCO ... https://t.co/S1A6MARGJr
161,2022-03-18 14:03:50+00:00,Kevin32373776,"#lugano #ticino
#luganocitta #tcs
#massagno #luganoticino
Attenzione traffico tra Massagno stanzino di Lugano 
Parcheggio pieno in stazione. 
40 minuti da massagno a Lugano. 
Prudenza PF https://t.co/DfzXmKWFH9"
162,2022-03-18 12:05:47+00:00,Shivasa56999133,"Done with my #TCS interview on 8th March...still no response even though i performed well,any one pls help what to do? Should I rise a query? @TCS"
163,2022-03-18 11:23:40+00:00,meraa_filings,"It is the tax that is collected by the sellers while selling something to the buyers.

#tax #tcs #taxcollectedsource #taxcollectedatsource #gst #itflings #meraafilings https://t.co/Pv7sIZr3DO"
164,2022-03-18 10:27:31+00:00,ipowalaoffical,"TCS Buyback total shares applied 8,68,97,818 Shares.

The QIB 6,39,04,702 Shares, NII 4,29,281 Shares and retail portion applied 2,25,63,835 Shares till 17-March-2022.

#TCS #Buyback #Tcsbuyback #buyback2022 

https://t.co/U9LywFOdH7"
165,2022-03-18 10:15:03+00:00,DataMrp,"RT @stock_infomania: #TATAELXSI

Tata Elxsi has unveiled TEngage, a digital health platform designed for omnichannel care at the HIMSS 2022…"
166,2022-03-18 10:10:47+00:00,stock_infomania,"#TATAELXSI

Tata Elxsi has unveiled TEngage, a digital health platform designed for omnichannel care at the HIMSS 2022 Global Health Conference &amp; Exhibition in Orlando, Florida.

#Tata #IT #Infosys #TCS #stockstowatch #StocksInFocus #nse #Bse #StocksToTrade #StockMarketindia"
167,2022-03-18 09:42:05+00:00,TCS_Svizzero,"Quale membro dell'alleanza svizzera della bici #Cycla, il #TCS si impegna a favore della nuova #legge sulle vie ciclabili 🚲 Il Parlamento ha approvato oggi l'ampliamento della rete di vie ciclabili. Ci rallegriamo della sua futura implementazione! 🤝

#myTCS #bici #vieciclabili https://t.co/D4C8x0sP7t"
168,2022-03-18 09:42:04+00:00,TCS_Suisse,"En tant que membre de l'alliance suisse du vélo #Cycla#, le #TCS s'engage en faveur de la nouvelle loi sur les voies cyclables 🚲 Aujourd'hui, le Parlement a approuvé l'extension du réseau de #VoiesCyclables. Nous nous réjouissons de sa future mise en œuvre ! 🤝

#myTCS #vélo https://t.co/6R1w9Zkjvr"
169,2022-03-18 09:42:04+00:00,TCS_Schweiz,"Der #TCS engagiert sich als Mitglied der Schweizer #VeloAllianz #Cycla für das neue #Veloweggesetz #VWG 🚲 Heute hat das Parlament dem Ausbau des Velowegnetzes zugestimmt. Wir freuen uns auf die zukünftige Umsetzung! 🤝

#myTCS #velo #veloweg https://t.co/7AD1BbQZjh"
170,2022-03-18 08:46:05+00:00,SureshSripathi7,"RT @ETNOWlive: #TCS board appoints #GanapathySubramaniam COO, ED till May 2024, reappoints #RajeshGopinathan as MD, CEO for 5 years 

@TCS…"
171,2022-03-18 08:24:18+00:00,domhalps,"RT @HPE_Alliances: Interested in Cognitive Quality Assurance solution from @HPE and @TCS, yet wondering what your peers are using it for? H…"
172,2022-03-18 08:12:33+00:00,domhalps,RT @HPE_Alliances: Thinking of automating quality assurance for your manufacturing business? Cognitive Quality Assurance from @HPE and @TCS…
173,2022-03-18 07:40:15+00:00,Srinivasgolla16,"RT @ETNOWlive: #StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #…"
174,2022-03-18 07:35:13+00:00,glocallysocial,"Have a safe &amp; Healthy Holi!

#corporatehumour #corporatememes #tcsmemes #memesdaily #indianmemes #linkedinmemes #workhumour #officememes #officejokes #jobs #work #officelife #tcs #wipro #infosys #hcl #techm #accenture #capgemini #cognizant #holihai #holihai2022 #rangbarse #glocal https://t.co/3YR5m2AQ5s"
175,2022-03-18 07:22:42+00:00,YuvaanZain,"RT @Mr_BusinessFish: #TCS Limited shares gains 2.48% today, and traded at 3,571.30 INR on #BSE 

#StockMarket #Stocks #HCLShares #ShivNadar…"
176,2022-03-18 07:12:10+00:00,BizzBuzzNews,IT major TCS bags multi-year deal from Australia's Western Power #TCS #Software #Australia #WesternPower https://t.co/hWcZTJ3jHJ
177,2022-03-18 06:48:32+00:00,ETNowSwadesh,"RT @ETNOWlive: #StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #…"
178,2022-03-18 06:46:19+00:00,Jaisvi_hrishi,"RT @Mr_BusinessFish: #TataConsultancyServices gains 0.036%  today &amp; traded at 3,622.25 INR on #BSE
 
#TCS #MarketUpdate #StockMarket https:…"
179,2022-03-18 06:46:14+00:00,Jaisvi_hrishi,"RT @Mr_BusinessFish: #TataConsultancyServices gains 0.52%  today &amp; traded at 3,651.35 INR on #BSE
 
#TCS #MarketUpdate #StockMarket https:/…"
180,2022-03-18 06:20:06+00:00,NgIokKhai,"#Gogoro 推出新技術 #SSmartcore 智駕電控核心，除了運算能力提升，還有 #TCS 循跡防滑系統、#定速巡航 模式和 LTE 遠端無線連網服務。之後可以透過雲端更新擴增各項功能。未來也會將這些技術給 #PBGN 夥伴開發新車種。

@Mobile01 採訪：https://t.co/6nO4qWGM1N
官方新聞稿：https://t.co/4DUQSYezZI"
181,2022-03-18 06:12:03+00:00,havenspire,"#TCS Reappoints Rajesh Gopinathan As CEO, N Subramaniam As COO For Five Years"
182,2022-03-18 06:10:50+00:00,beyomersen,Düalarim kabul olmus sanirim #tcs https://t.co/RSvamfKSOC
183,2022-03-18 06:02:42+00:00,AppleBot14,"RT @ETNOWlive: #StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #…"
184,2022-03-18 06:01:49+00:00,animo_bot,"RT @ETNOWlive: #StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #…"
185,2022-03-18 06:01:24+00:00,buzzsubash,"RT @SLPandhare: Above 60% average 5 days  delivery %age 
#TCS 69.23%
#HUL 65.02%
#Infosys 65%
#ITC 63.86%
#powergrid 63.03%

#StockMarket #…"
186,2022-03-18 05:57:26+00:00,SLPandhare,"Above 60% average 5 days  delivery %age 
#TCS 69.23%
#HUL 65.02%
#Infosys 65%
#ITC 63.86%
#powergrid 63.03%

#StockMarket #trading #investing #Nifty #banknifty #OptionsTrading"
187,2022-03-18 05:55:21+00:00,Kollisfinserv,"RT @ETNOWlive: #StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #…"
188,2022-03-18 05:36:06+00:00,marketsday,"RT @ETNOWlive: #StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #…"
189,2022-03-18 05:35:37+00:00,ETNOWlive,"#StocksToWatch | Here are some stocks to watch out for in Monday's trading session 

#Cipla #SunPharma #RBLBank #HDFC #TCS #StockMarket https://t.co/kjkQL3KYWv"
190,2022-03-18 05:29:38+00:00,SaraUrvi,"RT @Mr_BusinessFish: #TCS Limited shares gains 2.48% today, and traded at 3,571.30 INR on #BSE 

#StockMarket #Stocks #HCLShares #ShivNadar…"
191,2022-03-18 05:29:31+00:00,SaraUrvi,"RT @Mr_BusinessFish: #TCS gains 0.62% today &amp; traded at 3,622.25 INR on #BSE 

#StockMarket #Tata #TataShares https://t.co/RFmtkBOU7q"
192,2022-03-18 05:29:22+00:00,SaraUrvi,"RT @Mr_BusinessFish: #TataConsultancyServices gains 0.52%  today &amp; traded at 3,651.35 INR on #BSE
 
#TCS #MarketUpdate #StockMarket https:/…"
193,2022-03-18 05:29:17+00:00,SaraUrvi,"RT @Mr_BusinessFish: #TataConsultancyServices gains 0.036%  today &amp; traded at 3,622.25 INR on #BSE
 
#TCS #MarketUpdate #StockMarket https:…"
194,2022-03-18 05:27:45+00:00,JimmyGupta111,"Evry Good IT company face trouble or hard period  From 2007 to 2009 all were available at very attractive rate NOW all are 💥 booming  

Covid change perception of every Business  still these all will give multifold return 

#TCS
#INFY
#WIPRO"
195,2022-03-18 05:20:27+00:00,PSC_2018,"RT @Kitamura_sandes: 人事異動の内示が発令され

周りがざわついてます

どんな状況になっても

(きっと大丈夫)

と思えているのは

TCSでコミュニケーションを学んだからだろうな

#パーソナルライフコーチ
#コーチング
#セルフコーチング
#パートナ…"
196,2022-03-18 05:15:28+00:00,mag_dhanam,ടിസിഎസ് എംഡിയും സിഇഒയുമായി രാജേഷ് ഗോപിനാഥ് തുടരും #TCS #RajeshGopinathan #TCSmdandceo #tcsceo https://t.co/A5s1LPLUsY
197,2022-03-18 05:09:40+00:00,buzzsubash,"RT @prabhualgan: #voltas 
#tcs 
#mcdowell
#nifty #nifty50 #stockmarketindia #nseindia #stockstobuy https://t.co/tWGV53nV34"
198,2022-03-18 04:51:22+00:00,RMSROUPS,Happy Holi  #HappyHoli #HappyHoli2022 #HappyHoli_2022  #JobAlert #Amazon #Flipkart #tcs #DELL #COVID #festivalofcolors #Jobs #Accenture https://t.co/cuhsCQt7tR
199,2022-03-18 04:41:46+00:00,prabhualgan,"#voltas 
#tcs 
#mcdowell
#nifty #nifty50 #stockmarketindia #nseindia #stockstobuy https://t.co/tWGV53nV34"
200,2022-03-18 04:36:10+00:00,devaks7,"RT @NiftyBulls10x: *Service Exports likely to touch $1 Tn 3 years before target
*Nearly 50% of total service exports comprises of IT export…"
201,2022-03-18 04:34:22+00:00,IkramHaider_,"@tcs_couriers why you are not dispatching the parcel to it's destination even after 9 days of booking date??? #tcs

@NadraPak @PakIDNadra please help, ID card is still at TCS Rawalpindi Facility from last 9 days even I informed tcs though whatsapp and Twitter dm.
@ReplyTariq https://t.co/lQxN8ukjKA"
202,2022-03-18 04:27:15+00:00,NiftyBulls10x,"*Service Exports likely to touch $1 Tn 3 years before target
*Nearly 50% of total service exports comprises of IT exports

#TCS #Infosys #HappiestMinds #KPIT #LTTS #TataElxsi #KelltonTech etc.

🚀🚀🚀

#NB10x https://t.co/6eNWFUK7VC"
203,2022-03-18 04:20:39+00:00,KavishNagp,"RT @stock_infomania: IT STOCKS

Accenture Reports Very Strong Second-Quarter Results and Raises Revenue and EPS Outlook for Fiscal 2022

--…"
204,2022-03-18 04:14:46+00:00,drteju,"RT @rajivmehta19: #TCS received 2,17,465 bids for the Buyback Today*

Point to consider is that 99% Buybacks in past haven't received total…"
205,2022-03-18 03:00:14+00:00,shankar_k6669,"RT @jaii_balayya: Any #TCS Employee Working from #Chennai location ?
Is it sure Work from Office begins from April 1??"
206,2022-03-18 03:00:00+00:00,TDS_MAN,"May the colours of HOLI fill your life with joy and happiness..!!
.
.
#TDSTCSsoftware #TDS #TCS #TDSTCSReturns #TDSTCSFiling #Holi #TDSMAN

Follow below link to download trial of TDSMAN
https://t.co/CsVkM4wB83 https://t.co/mYpRNSoYsj"
207,2022-03-18 02:22:01+00:00,buzzsubash,"RT @REALmoneydhan: DAILY   #PREDICTION RESULTS 
For  17 March 2022
4 out of 7 predictions are correct.

#Nifty #BankNifty #Reliance #HDFCBa…"
208,2022-03-18 02:21:20+00:00,buzzsubash,"RT @REALmoneydhan: WEEKLY   #PREDICTION RESULTS 
For  13 March - 18 March 2022
2 out of 7 predictions are correct.

#Nifty #BankNifty #Reli…"
209,2022-03-18 01:39:31+00:00,creativestorenz,"Performance Marketing Specialist 
ginnaya@thecreativestore.co.nz
https://t.co/L62NU387yn
#performance #ecommerce #digital #tech #marketing #paid #advertising #client #environmental #christchurch #thecreativestore #job #tcs https://t.co/KpBUqI2PGA"
210,2022-03-17 22:39:43+00:00,creativestorenz,"Ecommerce Specialist 
ginnaya@thecreativestore.co.nz
https://t.co/u2IozqkoeQ
#digital #tech #marketing #ecommerce #UX #UI #client #environmental #christchurch #thecreativestore #job #tcs https://t.co/eqby1zE4gC"
211,2022-03-17 21:29:51+00:00,Smallest_Grape,RT @FranAnimations1: The Cuphead show's first season Incredible ! I can't wait for the second one to release! Here's a reanimation I made o…
212,2022-03-17 21:00:03+00:00,buzzsubash,"RT @jags0923: #stocks  on 16.03.22

#ITC 242-245
#HUL 2070-2106
#infy 1889-1920
#AshokLeyland 115-117
#intellect 761-776
#nbcc 38.60-39.40…"
213,2022-03-17 20:56:58+00:00,upyields,"RT @jags0923: #stocks  on 16.03.22

#ITC 242-245
#HUL 2070-2106
#infy 1889-1920
#AshokLeyland 115-117
#intellect 761-776
#nbcc 38.60-39.40…"
214,2022-03-17 20:55:37+00:00,stoxopedia,"RT @jags0923: #stocks  on 16.03.22

#ITC 242-245
#HUL 2070-2106
#infy 1889-1920
#AshokLeyland 115-117
#intellect 761-776
#nbcc 38.60-39.40…"
215,2022-03-17 20:55:14+00:00,jags0923,"#stocks  on 16.03.22

#ITC 242-245
#HUL 2070-2106
#infy 1889-1920
#AshokLeyland 115-117
#intellect 761-776
#nbcc 38.60-39.40
#marico 525-535
#TCS 3650-3700
#hindalco 572-579
#wipro 597-607

#Nifty #nifty50 #BSE #NSE #StockMarket #learning #education #Technical #TA 
For Learning."
216,2022-03-17 20:30:44+00:00,Nordlicht1435,"RT @trains_and_more: Retrack 189 211 komt met de vertraagde GreenCity Trip door Arnhem Velperpoort op 14-03-2022.
#Retrack #VTG #GreenCityT…"
217,2022-03-17 20:15:01+00:00,ITconnecter,""" #TCS has #autonomous driving road; team drives #autonomouscar daily, collecting #data useful for AI dev of autonomous vehicles. @Nissan's built &gt;40 courses in collaboration w/ @TCS combining automotive SW dev expertise + SW eng training know-how"" @nikkei https://t.co/guMwLjJVCq"
218,2022-03-17 19:42:31+00:00,Siddharth_poly,RT @ZeeNewsEnglish: #TCS bags a multi-year contract from #WesternPower  for digital transformation of its software system for delivery of c…
219,2022-03-17 19:31:49+00:00,valurank,"Content analysis:
This article scores 82/100. The complete report can be viewed here: https://t.co/u8BwpcTNBW
(I'm a bot)

#TCS #WesternPower #Australia https://t.co/0o8TfYxVNw"
220,2022-03-17 19:31:15+00:00,ZeeNewsEnglish,"#TCS bags a multi-year contract from #WesternPower  for digital transformation of its software system for delivery of cleaner and resilient energy supply to western #Australia 

@TCS https://t.co/XfpmmLLJ8w"
221,2022-03-17 19:14:13+00:00,krbenedict,"RT @FOBtv_Channel: Do companies have a choice between adopting an #ecosystemstrategy or doing it all on their own? Our host, @krbenedict as…"
222,2022-03-17 19:04:56+00:00,abhirock12,RT @rmehra007: #Passionate #Indian #Stock #Engineer #TCS @sudeeparora12 @TanmoyK99173211 @abhirock12 https://t.co/bdgDbmMTJU
223,2022-03-17 19:03:55+00:00,FOBtv_Channel,"Do companies have a choice between adopting an #ecosystemstrategy or doing it all on their own? Our host, @krbenedict asks author and expert @RonAdner 
Full Interview:https://t.co/znmoPqpvXd

#FOBtv #TCS #RonAdner #Ecosystems #businessleader #businessstrategy https://t.co/HSpsVlqrfG"
224,2022-03-17 18:19:33+00:00,MudginsCom,TCS bags multi-year deal from Australia#39;s Western Power https://t.co/uc5UZEpwYi #BusinessNews #TCS
225,2022-03-17 18:16:45+00:00,TurkiyaShubham,"https://t.co/E1f9SclAEs

#TCS - trading in new range.
#rectangle
#nseindia #NSE 

#SwingTrading #TRADINGTIPS #trading #tradingstrategy #TradingView #tradingstrategy #StocksToBuy #stockmarkets #stocks #StockMarketindia #stockstowatch #StocksInFocus #stocktobuy"
226,2022-03-17 18:01:51+00:00,Abinash8370,"RT @pratiktejani8: Received Divided Every Month!
#tcs #crisil #coalindia #hdfcbank #itc #icicibank #jswcement #ioc #gnagears #uniliver #exi…"
227,2022-03-17 17:40:09+00:00,moneycontrolcom,"#TCS said in a regulatory filing today that its board has reappointed Rajesh Gopinathan as the MD and #CEO for five years from February 21, 2022, to February 20, 2027.

Read more 👇
https://t.co/CrkS0y9Iil

#RajeshGopinathan @TCS"
228,2022-03-17 17:28:29+00:00,rajivmehta19,"#TCS received 2,17,465 bids for the Buyback Today*

Point to consider is that 99% Buybacks in past haven't received total 2 Lakh bids

As per sources, among half of the bids received today

*Total Number of Bids Received till today are 7,86,152*"
229,2022-03-17 17:08:05+00:00,missbehaved16,"TCS reappoints Rajesh Gopinathan as MD and CEO for five years.
#TCS #TataGroup"
230,2022-03-17 17:03:54+00:00,DJInvestor9,"#TCS #BUYBACK 2022 - Demand VS BID Data analysis 👇

https://t.co/delBBf2dtj

#Like #Subscribe"
231,2022-03-17 17:01:35+00:00,stock_infomania,"TCS

TCS Reappointed Mr. Rajesh Gopinathan as the Chief Executive Officer and Managing Director for a term of five years from February 21, 2022 to February 20, 2027.

#Tcs #Tata #Infosys https://t.co/XlFGp4ZDUE"
232,2022-03-17 16:57:03+00:00,KLESBCA_HUBLI,"Congratulations Ms Rutu Belavanki 💐💐
#klesbcahubballi #klebcahubli #klesociety #placements #wipro #deloitte #tcs #cognizant #accenture @ KLE Society's BCA, P C J Sc College, Hubballi https://t.co/SuSFk22M10"
